target,source,Date,value
KSagasser,realDonaldTrump,Third debate,51
ksudesai,realDonaldTrump,Third debate,57
kuutweeting,HillaryClinton,Third debate,17
Ky4TrumpMAGA,realDonaldTrump,Third debate,52
kyle_haleyeah,realDonaldTrump,Third debate,51
kyleraccio,realDonaldTrump,Third debate,24
ladyfinger2221,realDonaldTrump,Third debate,41
ladyfortruth,realDonaldTrump,Third debate,55
LadyG8tor51,realDonaldTrump,Third debate,23
ladykatrina3,realDonaldTrump,Third debate,14
LadyPatriot777,realDonaldTrump,Third debate,39
lamhbg611,realDonaldTrump,Third debate,59
Lane26kmp2205,realDonaldTrump,Third debate,32
lanyingying,realDonaldTrump,Third debate,44
larouti_maga,realDonaldTrump,Third debate,35
LaughsATon,realDonaldTrump,Third debate,34
LauraCarrese,realDonaldTrump,Third debate,43
laurencristmann,realDonaldTrump,Third debate,48
LaurenKoether,realDonaldTrump,Third debate,63
LaurieAnnBaker,realDonaldTrump,Third debate,17
LawyersTrump,realDonaldTrump,Third debate,29
LBosmenierPMC,realDonaldTrump,Third debate,13
LeahOneScoop,realDonaldTrump,Third debate,32
LegalForTrump,realDonaldTrump,Third debate,49
lenard503616,HillaryClinton,Third debate,14
Lermont,realDonaldTrump,Third debate,51
lhistericareal,FaClubeBand,Third debate,11
LiberalCuration,HillaryClinton,Third debate,17
LibertyForUSA,realDonaldTrump,Third debate,28
licoriceswriter,realDonaldTrump,Third debate,40
likesghosts,realDonaldTrump,Third debate,63
Lili6Lin,realDonaldTrump,Third debate,44
LiliaMorraz,realDonaldTrump,Third debate,33
LilVirginiaCard,realDonaldTrump,Third debate,41
linda_tschetter,realDonaldTrump,Third debate,49
Linda14397084,realDonaldTrump,Third debate,20
LindaLJ11,realDonaldTrump,Third debate,41
LindaSuhler,realDonaldTrump,Third debate,46
Lisa22545183,realDonaldTrump,Third debate,12
lisaannmarie73,realDonaldTrump,Third debate,20
Lisahenneke,realDonaldTrump,Third debate,14
lisam02184,realDonaldTrump,Third debate,70
livingonthebay,realDonaldTrump,Third debate,19
lizzydebbie,realDonaldTrump,Third debate,52
Ljtg4Ljtg,realDonaldTrump,Third debate,30
LloydChristmis,realDonaldTrump,Third debate,23
lms20038,realDonaldTrump,Third debate,36
LoInfoFlyover,realDonaldTrump,Third debate,31
lolo_sandigo29,HillaryClinton,Third debate,17
longshooter84,realDonaldTrump,Third debate,46
lordsidious___,realDonaldTrump,Third debate,55
lorenz_louise,HillaryClinton,Third debate,15
LorettoRegina,realDonaldTrump,Third debate,37
LoriCla5569029,realDonaldTrump,Third debate,51
LoveCovfefe2020,FoxNews,Third debate,86
LoveCovfefe2020,realDonaldTrump,Third debate,23
loveislove42069,HillaryClinton,Third debate,80
lovelaughterki1,HillaryClinton,Third debate,34
LovelyGigi33,realDonaldTrump,Third debate,25
lover_beagle,realDonaldTrump,Third debate,52
Loverso_45,realDonaldTrump,Third debate,36
loves2giggle2,realDonaldTrump,Third debate,27
LovingVolTrav,HillaryClinton,Third debate,26
LOYALtoTRUMP,realDonaldTrump,Third debate,18
LTC_FOB,realDonaldTrump,Third debate,23
luandalobito,realDonaldTrump,Third debate,65
LuckoftheDraw17,FoxNews,Third debate,30
LuckoftheDraw17,realDonaldTrump,Third debate,34
LucynGOP,realDonaldTrump,Third debate,13
LuedeckeSean,realDonaldTrump,Third debate,33
Luizcaguiar2,realDonaldTrump,Third debate,18
lulabelldesigns,realDonaldTrump,Third debate,74
luvDixieland,realDonaldTrump,Third debate,43
luxorgroup,realDonaldTrump,Third debate,54
luzabrg,realDonaldTrump,Third debate,22
Lyncameron5,realDonaldTrump,Third debate,72
lynmacjay,realDonaldTrump,Third debate,37
LynnBree1,realDonaldTrump,Third debate,39
lyta2016,HillaryClinton,Third debate,25
m7kenas,realDonaldTrump,Third debate,35
mabelruiz2000,realDonaldTrump,Third debate,25
MadridMagical,realDonaldTrump,Third debate,18
MAGAnNoHate,realDonaldTrump,Third debate,34
MAGATRUMP2020,realDonaldTrump,Third debate,33
MAGATRUMP2020AL,realDonaldTrump,Third debate,18
MAGATRUMPMAN,realDonaldTrump,Third debate,62
MagicMark9,HillaryClinton,Third debate,22
MagiEstella,realDonaldTrump,Third debate,27
MAH0310,realDonaldTrump,Third debate,20
maker35,realDonaldTrump,Third debate,47
makingamerica1,realDonaldTrump,Third debate,52
Mallowbr7,FMouraBrasil,Third debate,25
MaLorenaSciarri,realDonaldTrump,Third debate,37
MALovesTRUMP,realDonaldTrump,Third debate,11
MalphasPolitikz,realDonaldTrump,Third debate,13
MalsLAW,realDonaldTrump,Third debate,46
mamagolden66,realDonaldTrump,Third debate,40
mandersonhare1,realDonaldTrump,Third debate,22
maria_secviar,HillaryClinton,Third debate,22
mariclaire81,realDonaldTrump,Third debate,15
marjoriemkh,realDonaldTrump,Third debate,40
MARS0411,realDonaldTrump,Third debate,44
marsha2249,realDonaldTrump,Third debate,40
marsialynn86,realDonaldTrump,Third debate,43
MARTELLEINTL,MARTELLEINTL,Third debate,76
martucci_peter,realDonaldTrump,Third debate,48
MarvinStigall,realDonaldTrump,Third debate,31
mary122514,realDonaldTrump,Third debate,46
maryann_penza,realDonaldTrump,Third debate,15
MaryAnnOsborn3,DrJillStein,Third debate,47
MaryElizabeth73,realDonaldTrump,Third debate,46
MaryFass3,realDonaldTrump,Third debate,43
marytruck864,realDonaldTrump,Third debate,40
massilassi,realDonaldTrump,Third debate,23
MatthewRitchart,realDonaldTrump,Third debate,31
maxger31,realDonaldTrump,Third debate,46
Maximus_4EVR,realDonaldTrump,Third debate,27
maxworkout,realDonaldTrump,Third debate,49
maybsomaybnot,realDonaldTrump,Third debate,52
MayorMacDougall,realDonaldTrump,Third debate,44
mb141bar,realDonaldTrump,Third debate,26
mbraatz07,TomiLahren,Third debate,62
McJeffrey69,realDonaldTrump,Third debate,34
McKadeMarshall,realDonaldTrump,Third debate,37
mcmurray_sandra,realDonaldTrump,Third debate,43
MDavidMorris2,realDonaldTrump,Third debate,24
meandmaeg,realDonaldTrump,Third debate,31
medialiesexpose,realDonaldTrump,Third debate,47
MediaMarketMgm,HillaryClinton,Third debate,17
Meeenjunglecat,realDonaldTrump,Third debate,35
mehrdadjalalian,realDonaldTrump,Third debate,22
melanieusn1979,realDonaldTrump,Third debate,26
melissamarie46,realDonaldTrump,Third debate,49
MELONEDAVIDE,realDonaldTrump,Third debate,31
memafitz3,realDonaldTrump,Third debate,37
MenaMimi,HillaryClinton,Third debate,11
mendivil_gene,realDonaldTrump,Third debate,26
Mercury21845586,DrJillStein,Third debate,20
Mericaaa143,realDonaldTrump,Third debate,40
MetalDanIRL,OnionPolitics,Third debate,17
metmgmt22,HillaryClinton,Third debate,58
MeyerMihaela,realDonaldTrump,Third debate,26
MGarciaNM,realDonaldTrump,Third debate,13
mgd2278,realDonaldTrump,Third debate,34
mhicks1433,realDonaldTrump,Third debate,38
mhooshma16,realDonaldTrump,Third debate,19
miababy589,realDonaldTrump,Third debate,50
mich_83x,realDonaldTrump,Third debate,23
Michael110373,realDonaldTrump,Third debate,23
michaels4trump,realDonaldTrump,Third debate,40
michelelee1973,realDonaldTrump,Third debate,70
Michelle22586,realDonaldTrump,Third debate,47
Mick2117,realDonaldTrump,Third debate,33
MickBlair54,realDonaldTrump,Third debate,20
MickeyPMickeyP,realDonaldTrump,Third debate,12
mickeytidewater,realDonaldTrump,Third debate,36
MikeCantarini,realDonaldTrump,Third debate,43
mikeklevan,realDonaldTrump,Third debate,33
MikeLonga,realDonaldTrump,Third debate,47
mikenyr2499,realDonaldTrump,Third debate,79
MikeStalter927,realDonaldTrump,Third debate,43
MilJenmarie,realDonaldTrump,Third debate,12
MillarLm,HillaryClinton,Third debate,16
MiriamUSA82,realDonaldTrump,Third debate,46
MissApropos,realDonaldTrump,Third debate,28
misskathymp,realDonaldTrump,Third debate,33
Misslinlou,realDonaldTrump,Third debate,25
MissLynnetteH,HillaryClinton,Third debate,15
Misty__Bella,realDonaldTrump,Third debate,19
Mitt_Fit,realDonaldTrump,Third debate,29
mizzwild,realDonaldTrump,Third debate,27
mmpadellan,mmpadellan,Third debate,19
MNforTrump,realDonaldTrump,Third debate,39
mobilern2006,realDonaldTrump,Third debate,30
momofthreeut,realDonaldTrump,Third debate,24
MomsAlwaysCare,HillaryClinton,Third debate,50
morashm,realDonaldTrump,Third debate,28
MorriganMoonlit,maureenjohnson,Third debate,21
morroe_s,realDonaldTrump,Third debate,27
mount_garret,realDonaldTrump,Third debate,48
MPINewJeyesr,realDonaldTrump,Third debate,31
mpiu300,realDonaldTrump,Third debate,41
MrHinNH,realDonaldTrump,Third debate,37
MrLeoneVolpe,realDonaldTrump,Third debate,48
mrsalpug,realDonaldTrump,Third debate,14
mrspriss75,realDonaldTrump,Third debate,14
MrsSkulliesBass,realDonaldTrump,Third debate,20
MrTegu,realDonaldTrump,Third debate,46
msalanacasey,realDonaldTrump,Third debate,49
MsDarcyFarrow,HillaryClinton,Third debate,34
msholmes2U,HillaryClinton,Third debate,15
mshull05,realDonaldTrump,Third debate,38
MStein2016,HillaryClinton,Third debate,34
mtbackpackrk,realDonaldTrump,Third debate,29
MTL_Media,realDonaldTrump,Third debate,77
mtzonu,realDonaldTrump,Third debate,30
multiintrest,realDonaldTrump,Third debate,39
MUN4TRUMP,realDonaldTrump,Third debate,59
MustacheChuck,realDonaldTrump,Third debate,32
mwilliams3865,realDonaldTrump,Third debate,16
myangel7777777,realDonaldTrump,Third debate,25
MyFriendPierree,realDonaldTrump,Third debate,26
mylifeasdiaz,realDonaldTrump,Third debate,38
MyPlace4U,FoxNews,Third debate,27
MyPlace4U,realDonaldTrump,Third debate,46
MyTurn1960,realDonaldTrump,Third debate,16
n8s_awesome,realDonaldTrump,Third debate,39
naga1961,realDonaldTrump,Third debate,31
nanauriuri,realDonaldTrump,Third debate,21
nance1990,realDonaldTrump,Third debate,35
nancyerkencomca,realDonaldTrump,Third debate,29
Nancygr54079131,realDonaldTrump,Third debate,45
NancySantaClara,realDonaldTrump,Third debate,42
Naples774,realDonaldTrump,Third debate,67
Nate_The_Gr8__,realDonaldTrump,Third debate,48
Nationalist1776,realDonaldTrump,Third debate,25
NationalistEpps,realDonaldTrump,Third debate,23
natvnyker,HillaryClinton,Third debate,17
NCBerniecrat,DrJillStein,Third debate,14
needtoknowHim,realDonaldTrump,Third debate,42
Nelson86384480,realDonaldTrump,Third debate,105
nepafortrump,realDonaldTrump,Third debate,45
neptune7321,realDonaldTrump,Third debate,29
nfscapecod,HillaryClinton,Third debate,19
ngb6060,realDonaldTrump,Third debate,39
nickcamejo,CNNPolitics,Third debate,32
nickcamejo,HillaryClinton,Third debate,30
NicklessRon,realDonaldTrump,Third debate,36
NikitaKitty,HillaryClinton,Third debate,62
nikkinbc,realDonaldTrump,Third debate,16
njfangue,realDonaldTrump,Third debate,47
nmockingbird82,realDonaldTrump,Third debate,51
noah1981us,realDonaldTrump,Third debate,12
nodogkisses,realDonaldTrump,Third debate,29
nooneishere51,realDonaldTrump,Third debate,71
Noonien_Soong,realDonaldTrump,Third debate,46
NoriannGolden,realDonaldTrump,Third debate,26
Northeaster2013,realDonaldTrump,Third debate,45
notjerrygville,realDonaldTrump,Third debate,28
NotreDameBaby,realDonaldTrump,Third debate,38
NowNesara,realDonaldTrump,Third debate,40
NuclearKnights,realDonaldTrump,Third debate,52
NUMBER007BOND,realDonaldTrump,Third debate,32
nwokolo_leo,realDonaldTrump,Third debate,40
OceanSolitudeME,HillaryClinton,Third debate,19
OemorOniluap,CBSNews,Third debate,12
official_bukas,realDonaldTrump,Third debate,13
ofornaogu,realDonaldTrump,Third debate,49
oilman999999999,realDonaldTrump,Third debate,32
oldie57,realDonaldTrump,Third debate,44
OldmanLogan2008,realDonaldTrump,Third debate,39
Oldsmobill,realDonaldTrump,Third debate,60
omegaprime01,realDonaldTrump,Third debate,26
ONECALARRY13,realDonaldTrump,Third debate,29
onedesertstar,realDonaldTrump,Third debate,21
onlyXknives,realDonaldTrump,Third debate,24
ONYEANUSIBONAVE,realDonaldTrump,Third debate,47
OpalescentMoon,realDonaldTrump,Third debate,63
optimistic_now,realDonaldTrump,Third debate,62
OptionstraderOC,realDonaldTrump,Third debate,42
OrcsBane88,realDonaldTrump,Third debate,52
organic2016,realDonaldTrump,Third debate,50
OrlandoMilian10,realDonaldTrump,Third debate,11
osmanshaik,HillaryClinton,Third debate,31
outdampuff,HillaryClinton,Third debate,12
outsideingirl,realDonaldTrump,Third debate,18
outspoken1138,realDonaldTrump,Third debate,71
PA4TAXPAYERS,realDonaldTrump,Third debate,35
PackersNumero1,realDonaldTrump,Third debate,22
PadreBall,HillaryClinton,Third debate,21
PamBoggspam,HillaryClinton,Third debate,13
pamellalala,realDonaldTrump,Third debate,17
pammerri,realDonaldTrump,Third debate,27
Pankaj16182,realDonaldTrump,Third debate,51
Parthlan,realDonaldTrump,Third debate,50
patrckm,realDonaldTrump,Third debate,40
PatrickJLavin,realDonaldTrump,Third debate,14
PatriotMarie,realDonaldTrump,Third debate,29
PatriotsUSA_1,realDonaldTrump,Third debate,32
PattiPropst,realDonaldTrump,Third debate,32
paulasul1414,realDonaldTrump,Third debate,17
PaulBrandfass,HillaryClinton,Third debate,39
PauletteJMurray,realDonaldTrump,Third debate,20
PaulSorrentino3,HillaryClinton,Third debate,36
paulsteven,realDonaldTrump,Third debate,44
paulthomas1020,realDonaldTrump,Third debate,27
pawdacat,HillaryClinton,Third debate,11
Pcrawls,realDonaldTrump,Third debate,18
pedromi63623944,HillaryClinton,Third debate,11
PeggyBliven,realDonaldTrump,Third debate,19
pendulum58841,CNN,Third debate,19
penguin4k,realDonaldTrump,Third debate,37
PennStateBMP,realDonaldTrump,Third debate,46
perchist,realDonaldTrump,Third debate,89
PetePetretich,realDonaldTrump,Third debate,44
Peter_Ohsol,realDonaldTrump,Third debate,46
Peter_welsh_,realDonaldTrump,Third debate,42
PeterHTaras,DrJillStein,Third debate,18
peterjon79,realDonaldTrump,Third debate,34
pewdrdad,realDonaldTrump,Third debate,14
peyton_urich,realDonaldTrump,Third debate,45
phase_xii,HillaryClinton,Third debate,11
PhAtKoFI,HillaryClinton,Third debate,11
philodygmn,DrJillStein,Third debate,16
Phishie_Philly,realDonaldTrump,Third debate,38
PhoebeThaler,HillaryClinton,Third debate,19
picc_susan,realDonaldTrump,Third debate,14
picturetaker23,realDonaldTrump,Third debate,51
pieman7700,realDonaldTrump,Third debate,38
piusnyamora,realDonaldTrump,Third debate,37
pjbazooka,realDonaldTrump,Third debate,44
pkscof,realDonaldTrump,Third debate,44
pln6364,realDonaldTrump,Third debate,50
PolFurn,realDonaldTrump,Third debate,19
Politicallyin18,realDonaldTrump,Third debate,34
PoliticsVillage,HillaryClinton,Third debate,25
porter32024,realDonaldTrump,Third debate,53
POTUS45HQ,realDonaldTrump,Third debate,36
PPineros_,realDonaldTrump,Third debate,28
Prageetnoone,realDonaldTrump,Third debate,18
Praise4Kek,realDonaldTrump,Third debate,86
PrepperRabbit,realDonaldTrump,Third debate,37
princesssofpwr,realDonaldTrump,Third debate,29
ProudlyLiberal2,HillaryClinton,Third debate,20
Pumps4Trump,realDonaldTrump,Third debate,89
PurrcysMom,realDonaldTrump,Third debate,37
pyrrhophytes,realDonaldTrump,Third debate,15
qlTexas,realDonaldTrump,Third debate,15
QQBeautifulDove,realDonaldTrump,Third debate,36
Queenx50777,realDonaldTrump,Third debate,49
rachelkingmakeu,realDonaldTrump,Third debate,64
RachelT80457384,realDonaldTrump,Third debate,32
Raddmom,realDonaldTrump,Third debate,11
RadgrannyKs,realDonaldTrump,Third debate,14
RahulNair77,realDonaldTrump,Third debate,45
rains6944,realDonaldTrump,Third debate,40
randyzobenica,realDonaldTrump,Third debate,33
ransom54,realDonaldTrump,Third debate,27
Raven3327,realDonaldTrump,Third debate,26
rawoods24,realDonaldTrump,Third debate,28
rayann2320,realDonaldTrump,Third debate,26
Rayn3ll,HillaryClinton,Third debate,15
RBariekman,realDonaldTrump,Third debate,65
real_AnneArm,realDonaldTrump,Third debate,88
Real_Infinity95,NBCNews,Third debate,12
real_Stephanie,realDonaldTrump,Third debate,46
Real_User_F451,realDonaldTrump,Third debate,52
RealChadRowland,realDonaldTrump,Third debate,44
realDTegtmeyer,realDonaldTrump,Third debate,28
realericjallen,realDonaldTrump,Third debate,77
realFrankBrino,realDonaldTrump,Third debate,43
realGilbertP,realDonaldTrump,Third debate,61
realGwennavere,realDonaldTrump,Third debate,94
RealMcormi,realDonaldTrump,Third debate,30
RealMedEmpire,realDonaldTrump,Third debate,24
realRobMWilson,realDonaldTrump,Third debate,48
realtysteve,realDonaldTrump,Third debate,42
realvictorad,realDonaldTrump,Third debate,33
recountvotes,HillaryClinton,Third debate,13
RecoveredCons,DrJillStein,Third debate,16
reddgirl56,HillaryClinton,Third debate,24
redviolet1458,realDonaldTrump,Third debate,25
RegularGuyRant,realDonaldTrump,Third debate,26
reimagination1,realDonaldTrump,Third debate,36
RerukiRena,realDonaldTrump,Third debate,28
RESPECTPUNK434,realDonaldTrump,Third debate,41
RETTinol,realDonaldTrump,Third debate,41
rhc2009,HillaryClinton,Third debate,16
rhondawall4,HillaryClinton,Third debate,14
RichardDogood,realDonaldTrump,Third debate,51
rickhe1,realDonaldTrump,Third debate,79
RickyJohannesse,HillaryClinton,Third debate,20
Ricphyl,realDonaldTrump,Third debate,19
RiggyQueen,realDonaldTrump,Third debate,46
RightWingGear,realDonaldTrump,Third debate,49
Riley_green2020,realDonaldTrump,Third debate,54
RiseUpAbove,HillaryClinton,Third debate,21
rljflowerchild,realDonaldTrump,Third debate,49
rm1268,HillaryClinton,Third debate,20
RobertaLSpence2,HillaryClinton,Third debate,25
robertbobby777,realDonaldTrump,Third debate,34
Rockprincess818,realDonaldTrump,Third debate,23
rockriver_,realDonaldTrump,Third debate,58
RoczRed,realDonaldTrump,Third debate,36
rodbachman,realDonaldTrump,Third debate,27
RodgerVarley,realDonaldTrump,Third debate,31
RogerForTRUMP,realDonaldTrump,Third debate,50
Ron_Sansone,realDonaldTrump,Third debate,34
RoniSeale,realDonaldTrump,Third debate,45
RonnieGilbert7,realDonaldTrump,Third debate,18
roqchrisy,realDonaldTrump,Third debate,29
RosannePRoss,HillaryClinton,Third debate,20
roughliterature,realDonaldTrump,Third debate,54
roxib51,realDonaldTrump,Third debate,17
ROYALMRBADNEWS,realDonaldTrump,Third debate,46
royyang6287,realDonaldTrump,Third debate,34
rs_love123,realDonaldTrump,Third debate,48
RSBaum,realDonaldTrump,Third debate,22
Rudolph_Gill,realDonaldTrump,Third debate,15
RuggieroMarie,realDonaldTrump,Third debate,63
RWG4Trump,realDonaldTrump,Third debate,13
ryanart329,realDonaldTrump,Third debate,49
s_gd_usa,realDonaldTrump,Third debate,14
Saberghoff,HillaryClinton,Third debate,52
safeidtrusted,realDonaldTrump,Third debate,54
SalomnM,realDonaldTrump,Third debate,38
salred1264,realDonaldTrump,Third debate,61
SaltedLime65,realDonaldTrump,Third debate,35
Samiam4044Sandy,HillaryClinton,Third debate,13
Sammie_Snickers,realDonaldTrump,Third debate,36
Sammie_Snickers,WayneDupreeShow,Third debate,12
SamMorse12,realDonaldTrump,Third debate,38
samwilson404,realDonaldTrump,Third debate,31
sandlorn,realDonaldTrump,Third debate,22
SandraG05080399,realDonaldTrump,Third debate,37
SandraKH2020,realDonaldTrump,Third debate,45
sandrali07,realDonaldTrump,Third debate,28
SandyKuti,realDonaldTrump,Third debate,64
Sangie44,realDonaldTrump,Third debate,24
sarahtimmerman,HillaryClinton,Third debate,20
saratjoy,realDonaldTrump,Third debate,35
saskamare,realDonaldTrump,Third debate,33
satirist_indian,realDonaldTrump,Third debate,61
satnettv,HillaryClinton,Third debate,20
saver_jain,HillaryClinton,Third debate,25
saying_peace,realDonaldTrump,Third debate,56
Scheunemans,realDonaldTrump,Third debate,37
Science1Music,realDonaldTrump,Third debate,54
scmagoun2,realDonaldTrump,Third debate,24
scotknocker,realDonaldTrump,Third debate,54
ScottHawkeye77,realDonaldTrump,Third debate,45
scottramirez93,HillaryClinton,Third debate,16
scrapnkel,realDonaldTrump,Third debate,38
sdpubs,realDonaldTrump,Third debate,21
SeanGrenier,realDonaldTrump,Third debate,34
SebastianRio,HillaryClinton,Third debate,11
sebb23,realDonaldTrump,Third debate,25
SecretAgentManZ,realDonaldTrump,Third debate,51
SecretAZ12,realDonaldTrump,Third debate,19
secularstupiddd,realDonaldTrump,Third debate,47
Security1994,realDonaldTrump,Third debate,75
senelmandula,realDonaldTrump,Third debate,74
Serenity4MeAlwz,realDonaldTrump,Third debate,65
set1958,realDonaldTrump,Third debate,50
SethJReeves,DrJillStein,Third debate,46
Shade58b,realDonaldTrump,Third debate,41
ShaheenRM7000,realDonaldTrump,Third debate,91
ShalubeShalube1,realDonaldTrump,Third debate,42
shana3083,realDonaldTrump,Third debate,35
sharihope1,realDonaldTrump,Third debate,45
SharryDu,realDonaldTrump,Third debate,32
ShaunDEllis1981,realDonaldTrump,Third debate,39
Shawn23G,realDonaldTrump,Third debate,50
ShawnMonroe19,realDonaldTrump,Third debate,46
shaynna57080572,HillaryClinton,Third debate,50
shellybickis,realDonaldTrump,Third debate,44
ShellyLBell,FoxNews,Third debate,24
SheriDondalski,realDonaldTrump,Third debate,39
Sheripi1,realDonaldTrump,Third debate,34
sherrysue66,realDonaldTrump,Third debate,42
ShirazK67846636,HillaryClinton,Third debate,25
siaayrom,HillaryClinton,Third debate,19
SirYussly,realDonaldTrump,Third debate,16
SJoshi73,realDonaldTrump,Third debate,42
skaterfantasy,avada_kaydavra,Third debate,22
SkillRincer,realDonaldTrump,Third debate,18
Skinner147,realDonaldTrump,Third debate,21
skinny_pete_,realDonaldTrump,Third debate,11
skyjones55,realDonaldTrump,Third debate,26
SlyknightWoW,realDonaldTrump,Third debate,25
smaddiebird,realDonaldTrump,Third debate,66
SmartWomenTrump,realDonaldTrump,Third debate,17
SmartWomn4Trump,realDonaldTrump,Third debate,42
Smiley_Bossy,realDonaldTrump,Third debate,56
smita_avasthi,HillaryClinton,Third debate,17
Snikk,realDonaldTrump,Third debate,33
snipssn,realDonaldTrump,Third debate,45
snjtown,realDonaldTrump,Third debate,19
sobeit22,realDonaldTrump,Third debate,11
SoCalConserv16,realDonaldTrump,Third debate,43
sofinique1,realDonaldTrump,Third debate,41
soldbysharp,realDonaldTrump,Third debate,37
soldier_nchrist,realDonaldTrump,Third debate,23
solmartpropert1,realDonaldTrump,Third debate,36
Solutioneer72,HillaryClinton,Third debate,92
Someday80805780,HillaryClinton,Third debate,20
SonaMetz,realDonaldTrump,Third debate,34
SongBird4Trump,realDonaldTrump,Third debate,69
SonshineRise,realDonaldTrump,Third debate,61
SonyaShuler,realDonaldTrump,Third debate,45
SoooooCal,realDonaldTrump,Third debate,22
Sounav82,realDonaldTrump,Third debate,64
SP4Z313,realDonaldTrump,Third debate,20
SpecialKMB1969,realDonaldTrump,Third debate,27
SpencerMckim,realDonaldTrump,Third debate,36
SpikeMaster8,realDonaldTrump,Third debate,17
spsinghbjp,realDonaldTrump,Third debate,53
SSC00K,realDonaldTrump,Third debate,23
staceyjohnson33,realDonaldTrump,Third debate,72
staralexander7,HillaryClinton,Third debate,26
starknightz,realDonaldTrump,Third debate,39
Stephen_4TRUMP,realDonaldTrump,Third debate,43
stephenjus,realDonaldTrump,Third debate,33
StephMcMurphy,realDonaldTrump,Third debate,20
steven_vasallo,realDonaldTrump,Third debate,21
SteveNC28657,realDonaldTrump,Third debate,41
SteveSaylor2016,DrJillStein,Third debate,16
stewart757,realDonaldTrump,Third debate,26
Still4Hill,HillaryClinton,Third debate,15
StillLes4Hill,HillaryClinton,Third debate,25
stlmocuz,realDonaldTrump,Third debate,46
StopTheDemLies,realDonaldTrump,Third debate,47
StormyRose78,HillaryClinton,Third debate,142
STRATOFORTRESS9,realDonaldTrump,Third debate,64
subschneider,realDonaldTrump,Third debate,40
Subu44Burke,realDonaldTrump,Third debate,23
Sue_B_ON_IT,HillaryClinton,Third debate,29
Sumenn4823,HillaryClinton,Third debate,19
sunserger,realDonaldTrump,Third debate,20
sunshine__grl,realDonaldTrump,Third debate,44
supercardboss,realDonaldTrump,Third debate,51
SuperNovaElite2,realDonaldTrump,Third debate,32
Surfingcity,realDonaldTrump,Third debate,68
SurfPHX,realDonaldTrump,Third debate,49
SUSANASOUTO2013,realDonaldTrump,Third debate,37
SusannaHardy007,HillaryClinton,Third debate,33
svetlanagpiano,realDonaldTrump,Third debate,39
swagdad66,realDonaldTrump,Third debate,27
SweeneyMomma,realDonaldTrump,Third debate,30
sweetkittycats,realDonaldTrump,Third debate,27
swiftlyreloaded,realDonaldTrump,Third debate,37
sylvesterbrenda,realDonaldTrump,Third debate,41
syoka68,realDonaldTrump,Third debate,41
sz8B2xFSsZq3tuk,HillaryClinton,Third debate,17
tab24759,realDonaldTrump,Third debate,21
talk_anderson,realDonaldTrump,Third debate,26
talkspace60,realDonaldTrump,Third debate,41
tamkyn,realDonaldTrump,Third debate,29
tanaffor,realDonaldTrump,Third debate,58
TangoChange,realDonaldTrump,Third debate,47
tantestrain,realDonaldTrump,Third debate,50
Tarkan291,realDonaldTrump,Third debate,18
TB2777,realDonaldTrump,Third debate,42
Tbs44Trump,realDonaldTrump,Third debate,38
tcarmistead,realDonaldTrump,Third debate,64
tchyntia,realDonaldTrump,Third debate,35
Tea4Freedom,realDonaldTrump,Third debate,47
TeamTrumpTeX,realDonaldTrump,Third debate,35
TEAUDKNOX,HillaryClinton,Third debate,18
tekeih,realDonaldTrump,Third debate,30
tekker44,realDonaldTrump,Third debate,23
Telemundo,TelemundoNews,Third debate,14
TeresaBob,realDonaldTrump,Third debate,42
TeresaRomary,realDonaldTrump,Third debate,29
terri_georgia,EricWolfson,Third debate,25
terriemg61,realDonaldTrump,Third debate,29
terrydvl,realDonaldTrump,Third debate,48
Terryhk1Carter,realDonaldTrump,Third debate,20
teslaandspaceX,realDonaldTrump,Third debate,27
Test_lives,realDonaldTrump,Third debate,42
Texan2A,realDonaldTrump,Third debate,42
tghj765,realDonaldTrump,Third debate,78
Th3NewAge,realDonaldTrump,Third debate,39
thabrats,realDonaldTrump,Third debate,55
thatgirlsandra5,realDonaldTrump,Third debate,21
TheBoobla,DrJillStein,Third debate,40
TheCoffeeHeaven,realDonaldTrump,Third debate,72
TheDemCoalition,funder,Third debate,32
TheDonaldwin,FoxNews,Third debate,11
TheDonaldwin,realDonaldTrump,Third debate,16
theifindanight,DrJillStein,Third debate,64
theinternetm3m3,realDonaldTrump,Third debate,41
TheJamesRossi,realDonaldTrump,Third debate,70
TheKidJNel7,realDonaldTrump,Third debate,39
TheKozforUSA,realDonaldTrump,Third debate,50
thelmagrace1930,realDonaldTrump,Third debate,46
thenullifier,realDonaldTrump,Third debate,30
ThePamStevens,realDonaldTrump,Third debate,25
TheThreeFuries,realDonaldTrump,Third debate,36
TheTruthhTeller,realDonaldTrump,Third debate,30
TheWideNation,realDonaldTrump,Third debate,31
thingsleahloves,OnionPolitics,Third debate,67
ThomasB00001,ThomasB00001,Third debate,13
Thomaspayne1776,realDonaldTrump,Third debate,21
ThorneColleen,realDonaldTrump,Third debate,37
threesomeboys,realDonaldTrump,Third debate,36
THSOLEM,realDonaldTrump,Third debate,41
tiarorra,realDonaldTrump,Third debate,36
tiffellinger,realDonaldTrump,Third debate,48
Timekeeper1972,realDonaldTrump,Third debate,27
Timhinklejr,realDonaldTrump,Third debate,38
TimothyMauser,realDonaldTrump,Third debate,28
tinachawkins,realDonaldTrump,Third debate,27
tinahuntsme,realDonaldTrump,Third debate,18
tlfhappy,realDonaldTrump,Third debate,33
tntranchtx,realDonaldTrump,Third debate,40
